id	jurisdiction	variant	percent	origin_samples	collection_date	month	day	year
1709	wy	AY.44	3.0478	a34	11/22/2025	11	22	2025
1710	wy	AY.45	3.0478	a34	11/22/2025	11	22	2025
1711	wy	AY.58	5.5557	a34	11/22/2025	11	22	2025
1712	wy	AY.59	5.5557	a34	11/22/2025	11	22	2025
1713	wy	AY.61	5.5557	a34	11/22/2025	11	22	2025
1714	wy	AY.67	5.5557	a34	11/22/2025	11	22	2025
1715	wy	AY.71	5.5557	a34	11/22/2025	11	22	2025
1716	wy	AY.75	5.5557	a34	11/22/2025	11	22	2025
1717	wy	AY.75.2	5.5557	a34	11/22/2025	11	22	2025
1718	wy	AY.77	3.0478	a34	11/22/2025	11	22	2025
1719	wy	AY.80	3.0478	a34	11/22/2025	11	22	2025
1720	wy	AY.98	3.0478	a34	11/22/2025	11	22	2025
1721	wy	B.1.617.2	10.3773	a34	11/22/2025	11	22	2025
1722	wy	AY.111	3.0478	a67	11/29/2025	11	29	2025
1723	wy	AY.119	3.0478	a67	11/29/2025	11	29	2025
1724	wy	AY.119.2	3.0478	a67	11/29/2025	11	29	2025
1725	wy	AY.124	3.0478	a67	11/29/2025	11	29	2025
1726	wy	AY.127	3.0478	a67	11/29/2025	11	29	2025
1727	wy	AY.26	5.5557	a67	11/29/2025	11	29	2025
1728	wy	AY.33	3.0478	a67	11/29/2025	11	29	2025
1729	wy	AY.38	5.5557	a67	11/29/2025	11	29	2025
1730	wy	AY.4	3.0478	a67	11/29/2025	11	29	2025
1731	wy	AY.4.3	3.0478	a67	11/29/2025	11	29	2025
1732	wy	AY.44	3.0478	a67	11/29/2025	11	29	2025
1733	wy	AY.45	3.0478	a67	11/29/2025	11	29	2025
1734	wy	AY.58	5.5557	a67	11/29/2025	11	29	2025
1735	wy	AY.59	5.5557	a67	11/29/2025	11	29	2025
1736	wy	AY.61	5.5557	a67	11/29/2025	11	29	2025
1737	wy	AY.67	5.5557	a67	11/29/2025	11	29	2025
1738	wy	AY.71	5.5557	a67	11/29/2025	11	29	2025
1739	wy	AY.75	5.5557	a67	11/29/2025	11	29	2025
1740	wy	AY.75.2	5.5557	a67	11/29/2025	11	29	2025
1741	wy	AY.77	3.0478	a67	11/29/2025	11	29	2025
1742	wy	AY.80	3.0478	a67	11/29/2025	11	29	2025
1743	wy	AY.98	3.0478	a67	11/29/2025	11	29	2025
1744	wy	B.1.617.2	10.3773	a67	11/29/2025	11	29	2025
